fen,eval_cp
2b1k3/1p1nBp2/2p1p3/8/r4b2/2Pr4/8/3K4 w - - 4 30,-1022
r5n1/2k5/p7/5pp1/8/1P6/n1P1PK2/5B1R w - - 1 38,-351
rnbq3r/pp1p1k1p/2p1p2b/8/1P6/2NP4/P1PPB1PP/R1BQK2R w KQ - 2 10,433
5rr1/1p4p1/3k1p2/p7/3n2P1/P3P3/3K4/n5B1 b - - 1 36,903
rn1rk3/4p3/1p1p1PP1/B5Np/2p4P/8/b7/R2K4 b - - 0 37,423
r3kbnB/ppp5/n5pp/3p4/8/NP6/P2PPPqP/1R1K1B1R w q - 0 14,403
3n3r/2pN2pp/b7/b3p3/1r3P2/3PPN1k/7P/2KR1R2 b - - 1 25,220
2b1kb2/1p1n1p2/7r/q7/1p2P3/7P/P1P1B1P1/3RK1NR b K - 1 20,861
1nb4Q/1p1ppk2/3p3p/6p1/1PK1P1PP/4P3/2P2P1R/1rB5 w - - 1 22,1245
1n2k1n1/1b1p2pr/7b/4pP1p/2P5/QK3P1P/4N1P1/1R3BNR w - - 2 21,759
r3kb1r/ppp1q1pp/3p4/8/4PN2/3Q2P1/PPPP1P2/RNBK2R1 b - - 6 15,-710
r3k3/p3n3/np1ppB1r/4P3/P7/1P6/4K2P/RNb5 b - - 1 30,738
4k3/3p1p1n/1q6/2p1p3/2P4r/1P1PPRP1/4K3/1NB2B2 w - - 1 29,167
rn2kb1r/p3pnpp/1ppp2p1/5b2/3P3q/P1P1P3/1PQ2P2/RNB1KB1R w KQkq - 0 13,-330
4kbnr/p2np2p/8/2p2pp1/2PB1PP1/P6P/R4K2/1N3B1R w k - 0 19,681
r1q1kb1r/pbp1p2p/3p1ppn/8/3P1P1P/B1N3P1/P1QK4/6N1 w kq - 0 16,-761
rnbqkb1r/pp1pn1p1/2p2p2/4N2p/1PP5/7P/P2PPPP1/RNBQKB1R w KQkq - 0 6,199
rn1q3r/4kp1p/3p4/ppp1P2n/3P4/1P1Q1PPb/P1P2KBR/RN4N1 b - - 1 14,-464
rnb1kb1r/1ppqpNp1/p4n1p/3p1p2/2P2B2/3P2P1/PP1KPP1P/RN1Q1B1R b kq - 3 8,542
7r/5pp1/5k2/6NP/1P2R3/3b4/3P3R/2B1K3 w - - 5 36,692
r1bqkbnr/pppp1ppp/4p3/N7/3n4/2P5/PP1PPPPP/R1BQKBNR b KQkq - 0 4,48
rnb1kb2/ppp2p2/3pp1pn/8/P1PP4/1P6/3K1PP1/6r1 b q - 1 17,1206
r3kr2/p6p/4P2p/2p5/b7/2R2K2/3N1B2/8 w q - 1 29,-358
1r3r2/7p/5k2/p7/p1PK2bb/N2Pp3/1P4B1/1R4nR w - - 4 31,37
2k5/8/3P4/1B1P4/6p1/8/4NK2/8 b - - 2 40,-659
rnb1k2r/ppppqp2/3b1np1/4p2p/4P3/P1NB3N/2PP1PPP/R1BQK2R w KQkq - 1 8,-40
r2k2n1/Rppn1pB1/7P/1P6/4p3/7b/2P1PP2/4K1R1 w - - 1 24,828
8/7k/8/Bpn2B2/8/P3Ppp1/8/RNK5 b - - 0 40,-531
1n2R3/6b1/2p2pn1/1pPk4/1P4P1/4P3/r4P2/1N2K2R b - - 8 28,-248
rnb2b1r/ppp2ppp/8/3pk3/3p1q2/6P1/PPP1P2P/RN1QKBNR b - - 1 10,214
r1bqkbn1/1pppp3/p1n2ppB/1B1P3p/P3P3/8/1PP2PPP/RN1QK1NR b KQq - 1 7,-316
1nbqkbnr/1pp1pppp/3p4/r7/8/3P4/PPP1PPPP/RN1QKBNR w KQk - 0 4,-469
8/2k1n3/8/2p5/5p2/5P2/2KP3R/6N1 w - - 0 37,499
1n3b2/3k1Bp1/2r5/p1p1p3/p6P/N3PPP1/1P1n2K1/4R1NR w - - 3 24,555
8/2p5/b2k2pb/p1pn1p2/P2P1P1P/4P3/2R2KP1/1N3R2 b - - 10 34,-156
1nbqkb1r/1ppppp1p/5np1/4r3/P7/R4P1N/2PPP1PP/1NBQKB1R b Kk - 2 6,88
rnbqkbnr/ppp1p2p/6p1/3p1p2/2P5/6PN/PP1PPP1P/RNBQKB1R w KQkq - 0 6,75
1r5R/4kp2/1p1p1p2/2p5/p1P2PK1/3P4/8/6N1 b - - 4 40,617
r1bqkbnr/p1pppppp/2n5/1p4B1/3P4/8/PPP1PPPP/RN1QKBNR w KQkq - 2 3,119
rn1qkr2/1p3pQp/p3b3/1N1P4/1b1Pn3/6P1/PP1BPP1P/R3KBNR b KQq - 0 12,334
6r1/1p1k4/1P1B1n2/5Pp1/P3P3/2P4P/1R1P2BP/4K2R b K - 0 28,-809
5b2/1b2pkp1/n4n2/2pr4/4P3/3r2PP/2P5/3K2R1 w - - 0 23,-910
2n4r/p3k1p1/4Rp1p/8/3B2PP/P3P3/3K1n2/6N1 b - - 5 38,577
4k3/1R6/p1n4b/3p1p2/3P2P1/N1P1q3/PP4K1/R5N1 w - - 0 27,-228
r1bqkb2/p1p2pp1/1pnppn2/7r/7P/PPN2P2/2PPP3/R1BQKBNR b KQq - 0 8,197
r2q3r/2p2kp1/1Nb4n/p2P1p2/N4pp1/bP1PP3/P6P/R1B1K2R w - - 2 21,-732
6r1/2p2pk1/6pp/p3p3/P5bP/1P1nPP2/5KP1/RN4NR w - - 3 23,449
8/8/2pP4/8/P2K4/6k1/2N5/8 b - - 8 40,-838
6nr/2B2n1p/1r2k3/1b4P1/4P3/3P4/7P/3K1BN1 w - - 2 34,-262
r4b1r/1k1B1p1p/1p1p4/pP4pR/P7/4PPP1/3BN3/1R3K2 b - - 0 32,-617
rnbq2nr/3p1kp1/B2bpp2/1pp4p/1P3P2/4PQPP/P1PP4/RNB1K1NR b KQ - 1 9,527
r2q2n1/p2ppk2/n6r/2p5/5P2/Pp1p2P1/R2P4/1NB1K1Nb w - - 2 21,-943
rn3bnr/p2ppkp1/b4p2/q1P5/P6p/2N5/1PP1PPPP/1RBQKBNR b K - 0 9,-133
4k3/8/4p3/2pp1p2/2b5/1Q2P2P/3P2P1/2BK1BR1 b - - 3 28,-679
4k2r/1p6/5Br1/p6p/P1p4P/3bnp2/3P1P2/3K4 w - - 1 34,-954
r1b1kbnr/ppppq1pp/2n2p2/4p1P1/8/2P4N/PP1PPP1P/RNBQKB1R w KQkq - 0 5,-122
8/3N2kB/1b6/2R2ppP/4p3/r5PK/1P1P4/1RB3N1 b - - 0 32,-676
8/r3k3/4P3/8/1n3NB1/2p1K3/2b1P3/8 w - - 0 36,-359
rn1k4/Rpr3pp/8/1Pp2p2/1PB5/3KP3/3B4/1N2q2R b - - 2 28,626
r1bqkbr1/2pppp1p/n7/Pp4p1/5Nn1/2N5/P1PPPPPP/R1BQKB1R w KQq - 0 8,77
2r5/1p2kBp1/p7/n6p/3p2P1/PPPK2b1/R7/5R2 w - - 8 36,399
1r1q2n1/1ppb3r/2nB4/pB2Nk1p/3PN2P/2P5/PP3PP1/R2QK2R w KQ - 1 14,5000
2b3nr/1ppp2k1/n3p3/p7/P2PN2p/4P3/1PP1P2P/R3Q1KR b - - 6 20,-598
rr6/pbp2p1p/5n2/8/k1P1P3/b2P4/1P3PPP/RNB1RK2 b - - 2 21,-604
rn3b1r/3k4/1n5p/pppPpPq1/P5PQ/3KP3/1PP4R/1RB2BN1 b - - 4 23,-257
1r2kb1r/2qn4/p2p1ppp/2p1p3/P7/2P2P2/RP1PPK1R/1NB3N1 w k - 0 15,-748
5k2/2n5/r3p3/1pb3pr/PR3PR1/2NP3P/8/5K2 b - - 0 37,598
5b1r/r1kbp1p1/p1n2pp1/7Q/p4Pn1/6P1/1p2P3/1NB1K1NR b K - 1 21,5000
r1bq1bnr/ppp3kp/3ppp2/6pB/3nP3/2P5/PPQ2PPP/RNB2KNR w - - 0 9,495
rnbqkbnr/ppppp2p/6p1/5p1Q/8/4P3/PPPP1PPP/RNB1KBNR w KQkq - 0 3,18
5n2/8/1p6/b1kPB3/2P2P2/NR6/8/2R2KN1 w - - 0 41,5000
rnbqkbnr/p2pppp1/1p5p/8/3P4/5N2/PPPQ1PPP/RNB1KB1R b KQkq - 0 5,-24
2b2b1r/r2k1pp1/p1n4n/2p4p/1pP5/1P3PPP/P2BP1B1/1R1QK1NR b K - 0 13,-595
rnk3nr/R5pp/1p2pp2/2p2P2/2P2RP1/3b3P/2PNKb2/8 w - - 1 28,-745
2r3nr/3nk3/p5pp/8/p3PNP1/7P/7K/8 b - - 0 31,832
5k2/pr1b3B/5n2/8/8/3RK2P/5P2/8 w - - 0 39,-311
1n2k3/4p3/2p1P2p/p4n2/P3P2P/2q5/6K1/6NR w - - 1 35,-626
1n3kn1/3r4/3p2p1/1BP5/4P3/P6N/5P2/RN2K3 b - - 0 33,-498
r6r/n1p1k1pp/2p1b3/1pP5/P4PPN/2P5/7P/RNB1K2R b - - 1 19,-441
2b1k2r/rp5p/n1p4n/P2pN1q1/8/2PP2P1/P3PP1P/R1BQKBR1 w Qk - 0 16,903
r2k2n1/p1p2R2/6R1/4p3/4P3/2bP1P2/4r3/1NB2K2 b - - 1 25,-321
rnb3n1/1ppp2p1/5k1r/pB3p1p/P4P2/4Q3/1b4PP/RNB1K2R w - - 0 17,749
rnq1k2r/2p1b1pN/3pp3/p2n1p1p/1P6/2N1PPP1/PPQP2bP/R1B1K3 w Qkq - 0 15,-652
1nb1kb1r/rp2p3/p1pP2p1/7n/7P/N7/PP1BPP2/R2K1BNR b k - 0 12,-3
7k/1b6/2p2R2/PP5p/8/2P4P/4rP2/1K6 w - - 1 40,411
1Qb1kb1r/1p1pp1pp/1q3n2/2p5/2P3p1/2N5/rP1PPP1P/R1B1KBNR w KQk - 0 7,679
2r4R/1pqk4/B1p3p1/5p2/4PPP1/8/PPP5/RN2K1N1 w Q - 0 16,728
rn1r4/pBpb2k1/1p1p3P/5p2/8/P1PP3P/P3K2n/RN4NR b - - 0 19,-460
2b3r1/5k2/2n3p1/1P1p4/8/4KP1P/P7/bN5R w - - 1 33,-476
4k1n1/8/ppp2p2/P5N1/1Pp1Pp2/6rP/2K5/b7 b - - 1 36,854
1nk1qb1r/r1p1ppR1/3p3p/7n/2p2P2/2N1P3/PP1P4/R1B1KBN1 b Q - 1 14,750
1rbqk3/1ppp2p1/3b1n2/p3p1p1/P2N4/2PPpP1r/1P2B1PP/R3K2R w KQ - 0 16,-740
1k6/4p1B1/8/5b1Q/1b2p3/7P/2PP1PB1/4K3 w - - 1 30,763
8/3r1B2/p2B4/2kp1P2/4n3/P7/RPP5/5K2 b - - 3 34,-28
6nr/8/2B1kp2/1p5p/1P4RP/4P2N/1P6/1N1K4 b - - 0 26,-263
3r1b1r/ppPn1npp/3k4/8/3PQ1P1/4pK2/PP6/R1B3R1 b - - 8 24,-318
rn4nr/4k2p/1p4p1/p4p2/B6P/3b1K2/PB6/5RN1 w - - 0 28,-389
r1b5/p1k5/4np2/Pp1PN3/1bp3p1/3PB3/6K1/8 b - - 3 28,791
2bq1b1r/r2kp2p/4nnp1/pp1p1p2/Q4P2/2PP3P/PP4P1/R1BK1BNR b - - 3 13,614
2r3nr/1N2pkb1/6pp/p2P4/Pp6/3PBP2/1NP4P/R3Kb1R b KQ - 0 19,305
6k1/1r6/1p6/RP2Pp2/4P3/3B4/2K5/7q w - - 2 41,-438
rnbqkb1r/p1p1nppp/4p3/1p1p4/5P1P/4P3/PPPP2P1/RNBQKBNR b KQkq - 0 5,110
2k4b/8/4p3/2P1p3/4b3/P4r1N/1P1K3P/R6R w - - 6 39,323
rnbqkbnr/p1ppppp1/7p/8/R1P4P/4P3/1P1PNPP1/1NBQKB1R b Kq - 0 6,-78
r4bnr/6pp/8/p1pPp2k/P4p1P/1P1P3B/3KPP2/RN4NR b - - 0 18,-473
1n1k1b2/2pqnp2/3B4/3Np3/6Pr/1P1KP2P/R4P2/1N1Q1R2 b - - 2 19,-54
r5r1/pp1b4/4p3/1k3p1p/3b2nP/5P2/2K5/R7 b - - 1 30,1024
1rb5/p4p2/1p1k4/1B1p4/P1pPP3/5q2/P2P4/1RB1K3 b - - 1 32,861
r1bqkbnr/ppp1pppp/8/1n1p4/4PP2/P7/1PPP2PP/RNBQK1NR w KQkq - 0 5,-479
r6r/3p2kp/pP2n3/3bp2P/1P1pP1R1/4B1P1/P3KP2/RN4N1 b - - 3 35,-638
r1b1kb1r/2ppp1pp/2n4n/1q3Q2/5P2/1PP3PP/3PP3/1NB1KBNR w Kkq - 1 11,447
8/4p3/2k1P3/p7/3P2P1/1Q1bBP2/1P6/4K3 w - - 0 37,917
3r2nr/2pk1p2/4p3/p5K1/P6p/R1P1P2P/3P2PR/Q1B5 b - - 0 25,-483
r2qkb1r/4pp2/1pP3pn/p2p3p/1P2P1b1/N4Q2/P2P1P1P/R1BKNB1R b kq - 0 13,420
r3k1n1/2pn1p1r/7p/pp2p1qP/2p5/1P2P1P1/P2PKP2/RNBQ1B2 w q - 0 13,-82
rnbqkbnr/1pp1pppp/p7/3p4/P7/3P3P/1PP1PPP1/RNBQKBNR b KQkq - 0 3,50
r3kbnr/npp1p2p/4bp2/7p/4P3/4PP1N/PPPK2PP/RNB4R b kq - 0 13,371
r5k1/pr1n1p2/8/1b5p/4PBBP/N7/3KP3/3R4 b - - 0 29,483
6r1/4p1kp/4P3/1P3nP1/1B1N1p2/3P4/4rP2/4K3 w - - 2 36,-76
1n2kbr1/3pp3/1P5Q/1b3pp1/p6P/P2P1P2/2P1P1B1/2K3NR w - - 0 21,714
1r4b1/pp2b3/7n/2p2p2/7k/4P2P/P1RP1PP1/4KB1R w K - 1 25,83
r1b1kbn1/pppq1ppr/n2pp3/1B6/2P1P1PP/8/PP1P1P2/RNB1K1NR w KQq - 0 8,-579
1nbqkr2/1p1p2pp/r6n/p1p1pp2/2P3P1/P2PP2B/P4PKP/1RBQ2NR w - - 2 11,-161
8/2k4B/1p6/4P3/1bb2p2/7N/5KP1/3R4 b - - 5 37,-425
rnbqkbnr/p3pppp/2pp4/1p6/P7/4P3/1PPP1PPP/RNBQKBNR w KQkq - 0 4,205
rnbqkbnr/ppp1pp2/6pp/3p4/1P4P1/2P5/P2PPPBP/RNBQK1NR b KQkq - 1 4,216
B7/2Rr4/pk1p1p2/5PpP/8/NPK2P2/P7/8 w - - 3 36,954
1n6/rpQ1bk1r/3p2pp/3P4/p7/p2P1PP1/P2NP2q/3K1B2 b - - 3 22,499
rnbqkbnr/2p1ppp1/p2p4/1P4Bp/3P4/1P6/2P1PPPP/RN1QKBNR b KQkq - 1 5,-199
rnbqkb1r/pp1ppppp/7n/2p5/4P3/P2P4/1PP2PPP/RNBQKBNR b KQkq - 0 3,-23
2r3n1/1ppkb3/3p4/1P3P2/3R4/1P6/2K4P/7R w - - 1 34,-228
r1b2b1r/pppp2pp/2n1p1k1/6P1/3P4/1P4nP/PBP1N3/1RQ1K3 b - - 2 17,324
rn5k/8/p4pp1/P2pp3/1P1p4/4b3/1K2N1P1/R3B3 w - - 0 37,-446
r2qkbnr/pp2p1pp/2p2p2/8/3P4/7P/PPP1K2P/RNB1R3 b kq - 0 12,855
r4bnr/p5k1/8/2p1p1Bp/1p2bpPP/1PPB4/P4P2/R3K1R1 w - - 0 24,276
rkb2b1r/pp1p1P1p/6n1/2p2n2/2Pq1P2/P2PQ2P/1P5R/R3KBN1 w Q - 1 18,-496
3rk1n1/8/pn3p1p/2P1P3/4p3/3P3P/N7/b6K b - - 0 33,856
r1q1kbnr/4p1p1/b1pp3p/pp3P2/Pn1P1P2/NP2P2P/2P2K1R/R1B1QBN1 b q - 1 15,-63
1rb1r3/p1kp3p/np6/4p3/6P1/2P4P/PP2P2N/RNbK1B1R w - - 5 21,314
5k2/8/2P5/pp1N3P/8/4PP2/P7/K6B w - - 1 38,861
rnbqkbn1/p3ppp1/8/1N1p4/2p3p1/8/PPPPPP1R/1RBQKBN1 w q - 0 8,333
1n2n3/1p2pk1r/1p4bp/8/1P1P1PRP/8/8/3K1R2 b - - 0 37,710
2r1r3/8/4p1pB/p1p2p2/p3P1P1/2k4N/P6P/RQ3K1R b - - 1 33,-962
rnb1kb1r/pppp1ppp/8/4q3/2PPn1P1/8/PP5P/RNBQKBNR b KQkq - 0 6,324
2b1Nkn1/4q3/n1p5/r2p1P2/P7/2Pr4/R3N2P/4K2R b - - 7 31,876
rnq1kbn1/p3ppp1/2p5/8/5P2/2N4r/PPPPPK2/R1BQ2N1 w q - 2 9,-391
1n3br1/3p1pn1/6p1/1P4P1/5kP1/q7/3PbP1R/1K6 b - - 0 35,5000
3r2R1/4k3/4pp2/1pP5/2P5/1P6/P1B1KPP1/RN6 b - - 0 30,-768
r1bqkb1r/ppp1p1pp/B7/3p3n/2PPpP2/3Q4/PP4PP/RNB1K1NR w KQkq - 0 7,191
2b1k1nr/3p3p/3p4/4P3/2q3P1/7P/3KP3/5B1R b - - 0 30,836
1n6/4p3/p4b2/2P1kp1p/1PP2R1p/7P/3N2K1/5R2 w - - 7 40,672
2k1r1r1/8/8/4pP2/6P1/8/3bPK2/7R b - - 0 40,557
1n1k4/1bpp1pb1/2r5/p3P2N/2P1P3/1p4K1/P2R2BP/6R1 b - - 1 30,211
r1bq1b1r/pp1ppk1p/2n4n/2p5/4P1p1/2N2NP1/PPPP1P1P/R1BQK2R w KQ - 0 7,-303
r1b3n1/pp1k4/n3p3/PK6/2P5/5P2/RP1B1P2/1N4N1 b - - 2 28,-174
r1bq1kn1/pppppn2/8/8/3PP1P1/P1P5/1P3PP1/RN2KBNr w Q - 0 13,-664
1r2kbn1/p3p3/2P1P1p1/1p6/1P5r/2PP1R2/P2K1P2/RN3B2 b - - 0 23,-387
rnbqkbnr/p1p1ppp1/3p3p/8/QPpP4/5P2/P3P1PP/RNB1KBNR b KQkq - 1 5,263
1n2k1r1/pbrpbp2/8/2P5/P3P1P1/2P3P1/1Pq1KPBR/R5N1 w - - 2 21,-801
rq1k2nr/2p2pb1/1pQ5/p2ppPPp/3P4/2R5/1P2K1PP/1NB2BNR b - - 3 18,-481
rn1qkbnr/ppp1pppp/8/3p2N1/6b1/8/PPPPPPPP/RNBQKBR1 w Qkq - 4 4,-77
rnbqkbnr/pp1pp3/6p1/1Pp4p/P3Pp1P/8/2PP1PPN/RNBQKBR1 b Qkq - 1 9,-50
2b3r1/rp1k2pp/R1p1p3/5p2/6B1/2PP2K1/1P4PP/1NB2R2 b - - 0 20,-306
2bq4/3pk3/np5n/p1p1p2Q/P1P2Np1/B2B1P2/3P4/4K2R w - - 2 26,5000
rnb1k2r/1pppnpp1/p3pq2/7p/4PPP1/R2P4/1PPK3P/1NBQ1BNR b kq - 0 8,-273
r1bqk1nr/p1p2p2/4p1p1/6B1/P2PP2p/2N4P/1PP1KPP1/R2Q3R w - - 3 18,740
r4r2/ppp4p/2k4B/n3p2b/P3P3/5N1R/1KB3P1/4R3 w - - 0 32,622
4r2R/2pp1Bk1/bp6/8/2P1N3/b7/6N1/4K3 w - - 1 37,256
rn2kbn1/2p2ppr/p6p/2P1p3/P7/N2P1P2/3P3P/R1B2KNR b q - 1 13,249
r1bqkbnr/ppppp1pp/8/n4P2/6P1/8/PPPP1P1P/RNBQKBNR w KQkq - 1 4,220
6nr/p1k3pN/5p2/2b1P3/2P5/P2P1PPq/1r5P/1NB1K2R b - - 1 25,850
6r1/n2k4/1p1Ppr1p/7p/3p4/PP1P3Q/3B4/2R1K3 w - - 0 35,630
2Nr4/2p1p3/2P5/P2k1P1p/7P/1q2K3/4P1P1/5B2 w - - 5 41,-688
rnbqkb1r/1p1ppppp/2p2n2/p7/1PP3P1/4P3/P2P1P1P/RNBQKBNR b KQkq - 0 4,206
8/2p1kpqp/p4n2/P4P2/Br2p2P/K7/8/4R3 b - - 3 39,873
rnb1kbnr/ppp1pppp/3p4/8/3P1P2/7q/PPPNPKPP/R1BQ1BNR b kq - 4 4,-13
rnbq1B2/pp1k1p1p/2p3r1/5np1/8/2P5/P2PPPPP/RN1QKBNR w KQ - 1 9,391
r1b2k1r/p1p3bB/1pnpp2p/7P/3P4/2P1PP1N/PP5P/RN2KR2 b Q - 4 20,344
r1b2k1r/p7/1pn4p/1B1Qp1RP/7P/4pP2/P2N4/R1B2KN1 w - - 0 20,5000
1n1k4/1b2P3/2p5/4p3/1P4p1/1R2P3/r7/3K4 b - - 0 37,740
r7/N2n2pk/b7/2p5/4R2B/8/2P1r1PP/3K4 w - - 0 35,-516
4kb1r/p1p5/P1p3p1/1p3p2/2PRNPnp/4P1P1/7P/5KBR b - - 2 32,-168
r2k1br1/p4p2/1p1p4/2p2K1p/2P5/P1PB1n1r/3P4/1RB5 w - - 1 30,-883
1r2kbnr/p1pb1p1p/1p1p4/4p1p1/4P1P1/1QP4P/PP1P1q2/RNB1KBNR w k - 0 12,629
1n4nr/r7/3k2pp/1p6/1p4b1/1P6/7P/2R1K3 b - - 2 32,903
r1b4r/p2p1B2/3kp2n/1p6/5P2/1n5P/PPP3P1/R2K2NR b - - 0 26,581
2Qq1bnr/r2p1pp1/n1p2k1p/p3p3/2P4P/4P1PB/PP1P1P2/RNB1K1NR b KQ - 0 9,484
r5nr/2pn1pp1/B7/kp1b3p/6PP/b7/P2P1P1K/1RBN2NR w - - 0 22,-73
r3kb1r/p1pqpppp/1pB5/3pP2n/3P1PbP/1P3N2/P1PB2P1/RN1QK2R b KQ - 2 11,116
6nr/2k4p/7Q/2n1p3/2P2p2/8/2RP2PP/1N2K2R b - - 3 32,-244
B2qkbn1/p1p1ppp1/n2p4/1p5Q/8/1P4Pb/P1PP1P1P/RNB1KR2 w Q - 0 9,677
2b1k1nr/3q3p/2pp2p1/p5b1/Pr2PP2/2P5/1P4PP/RN1K1QNR w k - 3 15,142
3qkbnr/2p1ppp1/7p/3pP3/5r2/4P1P1/1PP1K2P/1NB2QNb w k d6 0 19,-445
1nbq2nr/rpp2kpp/p2p4/4ppb1/PPP5/N2P3P/4PPPR/1R1QKBN1 b - - 1 11,641
r1bqkbnr/pppnp1p1/3p3p/5p2/Q7/P1P1P3/1P1P1PPP/RNB1KBNR w KQkq - 0 5,-15
1r2kb2/3n4/b3p2p/2p4P/1pP3P1/BP2P3/6PR/1N3KN1 b - c3 0 26,592
rnb1k2r/ppp2p1p/4p1pn/8/P1p4q/2NP1P2/1b2P1PP/2BQKBNR w Kkq - 1 9,-698
1n1kr3/6b1/Bp1pQ2n/P4pp1/P6P/6P1/2rN4/4K1N1 w - - 0 27,-415
r1bnk3/2ppn2r/1p5P/p4pB1/P3p3/3PRPb1/2PQP1P1/RN2KBN1 w Qq - 2 19,657
rn2k1nr/ppp2p1p/3p4/7P/P7/2P1BN2/1P2PKP1/Rb3B1R w kq - 0 14,612
rn6/pp2n1pr/3q4/3pP3/PP6/4k3/1B2N1R1/R4K2 w - - 1 37,418
r3k3/p7/2Pp4/8/2B3p1/4K3/6PP/6R1 b - - 0 34,-567
2bk4/rp6/n5B1/2p3p1/R1pP4/4qPPr/P3Q3/4K2R w - - 2 32,403
r1b1kb1r/p2pqppn/n3p3/1Np5/2B3p1/1P2P2N/P1PP1P1P/R1BQK2R w KQkq - 0 12,-112
r1b1k3/pp1n4/8/1P1P4/2P2p2/3r4/1K5P/5B1R w - - 0 37,-235
8/3n4/p2k1p1n/1p3P1P/1P6/2P5/2KP4/4r2R b - - 2 33,771
rn1qkbnr/2pppppp/b7/pP6/8/2P5/1P1PPPPP/RNBQKBNR w KQkq - 1 4,558
1n3r2/5p1p/5k2/1Pp2B2/8/1P1P1p2/R6b/1N1K2N1 w - - 1 32,489
1rbqk1nr/p1ppp2p/n5pb/1p5P/6p1/5N2/PPPPPPB1/RNBQK2R w KQk - 3 8,63
1n4B1/7r/1k6/4p2p/3N4/B5P1/4K3/1r6 b - - 2 37,428
rnb1kb1r/p2ppppp/2p4n/1p3N2/8/1P1P4/P1PB1PPP/R2QKB1R b KQkq - 0 8,-349
r7/p4p2/4R2p/1pN5/2kP3B/P5P1/8/4K3 b - - 2 40,54
2bb4/prpp4/p6R/4k3/P1P3p1/R3n1PP/1P2K3/2B5 b - - 0 35,126
r3kn2/p7/n1P2P2/3PN2P/P2P4/B3Rr1B/4P2P/3KR3 w - - 1 31,1076
4r3/4bp2/p3k1p1/N6p/1p3P2/6PK/P2P1Q1P/1R6 w - - 1 35,913
rn1qkbnr/ppp2pp1/2B1p2p/5b2/1P1p2P1/7P/P1PPPP2/RNBQK1NR b KQkq - 1 6,341
rnbk3r/1pp2ppp/B7/3pp2n/6P1/b1N1PP2/2PP1K1P/R1B1Q1NR b - - 2 11,-508
r2qkbnr/p3pp1p/8/3pn1p1/1p1P1NP1/2N1Q3/PPP1PP1P/R1B1KR2 b Qkq - 1 12,269
r1bqkbnr/p1pppppp/2n5/8/Np5P/8/PPPPPPP1/R1BQKBNR w KQkq - 0 4,66
r1bqkb1r/ppppp3/6p1/1B2np1p/1n6/BPP1PNP1/P2P1P1P/RN1QK2R w KQkq - 0 9,555
r3k3/n4pQr/3b3p/p1p1p3/2P1b3/1p1P1P1P/4K1B1/6RR w q - 0 23,302
r1bqkb1r/ppppp1pp/n6n/5p2/2P5/1P2P3/P1QP1PPP/RNB1KBNR b KQkq - 0 4,-28
r2k3r/1b1p1p1p/ppp3pn/4p3/4P3/2P2P2/P4KPP/RNB3NR w - - 0 14,594
rk6/5p2/5Br1/1p2pP2/p2p4/2pn1K2/P1P2P2/8 w - - 2 39,-603
r2qkbnr/pbpn1p1p/4P3/1p4p1/5P2/1P1P4/P1P1Q1PP/RNB1KBNR b KQkq - 0 7,-273
3r3r/pkp3b1/np1p2p1/5QPp/N4p2/2Pb2PB/1P1K3P/2B4R w - - 0 22,505
1r2kbnR/4p1p1/2B2pp1/p7/P2p4/3K4/1P2PP2/8 b - - 1 24,472
6n1/r1p2p2/pp1k2pB/1P2pb2/4P3/3P1K2/P1P4P/2RQ3R b - - 2 21,-640
5b1r/4p3/b4ppp/k7/8/5P1P/P1N3P1/RNK1R3 b - - 1 34,-376
2N5/2k5/7p/p2P3p/1P3R1P/5P2/2p1B1P1/4K2R b - - 1 35,-57
rq2kb1r/pppbpp2/n2p3p/1N4p1/7P/P4P1R/1PPPKnP1/1RB1QBN1 w kq - 0 11,240
rn5r/p3n2R/1kp5/1p6/2P5/P4NP1/P4qK1/RNB5 w - - 4 33,-102
4n1n1/2q3k1/2p3pr/p1P4P/P3rPP1/8/1N1Q2R1/1R1K4 w - - 0 34,-103
rnb1kb1r/p1p1pppp/1p5n/3Q4/1q3P2/3P4/PPP1P1PP/RNBK1BNR b kq - 2 6,-188
r1bqkbn1/1p1pp2r/p1n5/5PBp/2P5/5N1B/PP2PP1P/RN1QK2R b KQq - 0 9,-352
4kbnr/3qp2p/bpB2pp1/p7/P2B1PP1/N2P3P/2PPQ2R/R4KN1 b k - 1 15,-594
2b2knr/1rpp2p1/p3p2p/8/Pp1P4/1P5P/3KP2N/1RB2Br1 w - - 0 22,-705
rnb1kbr1/p1pp3p/3p1p2/1q6/1P2n1P1/B2P4/P1P1P2P/R2QKBNR w KQq - 2 11,-157
1rbqk1n1/ppppp1Bp/8/5pp1/1n6/2P5/P2PPPPP/RN1QKBNR b KQ - 1 7,-667
1nbq1k1r/1p1p2b1/4pn2/2p2p1p/5P2/r2P2BP/P1P1PKPR/R4B2 w - - 0 18,-934
rnbq1b1r/pp2p2p/2p1k1B1/3p1p2/8/1PP4P/PB1PPP2/RN1QK1NR b KQ - 0 9,-69
r1b4r/1pk2pp1/p2p3n/1B2P3/3QP2N/P5P1/2P2K1P/R6R b - - 0 19,-623
3kq3/r6p/n1p5/p3p3/6QP/R1P1P3/3P4/1N2K3 w - - 1 34,363
1r1q1knr/6p1/Q2p1p1p/2p2b2/1PP5/4P1b1/P2P3P/R1BK1BNR w - - 1 17,294
